filename,split,label,label_str,source
train_0054.npy,train,1,FRII,data_batch_1
train_0055.npy,train,1,FRII,data_batch_1
train_0056.npy,train,1,FRII,data_batch_1
train_0057.npy,train,1,FRII,data_batch_1
train_0058.npy,train,1,FRII,data_batch_1
train_0059.npy,train,1,FRII,data_batch_1
train_0060.npy,train,1,FRII,data_batch_1
train_0061.npy,train,1,FRII,data_batch_1
train_0062.npy,train,1,FRII,data_batch_1
train_0063.npy,train,1,FRII,data_batch_1
train_0064.npy,train,1,FRII,data_batch_1
train_0065.npy,train,1,FRII,data_batch_1
train_0066.npy,train,1,FRII,data_batch_1
train_0067.npy,train,1,FRII,data_batch_1
train_0068.npy,train,1,FRII,data_batch_1
train_0069.npy,train,1,FRII,data_batch_1
train_0070.npy,train,1,FRII,data_batch_1
train_0071.npy,train,1,FRII,data_batch_1
train_0072.npy,train,1,FRII,data_batch_1
train_0073.npy,train,1,FRII,data_batch_1
train_0074.npy,train,1,FRII,data_batch_1
train_0075.npy,train,1,FRII,data_batch_1
train_0076.npy,train,1,FRII,data_batch_1
train_0077.npy,train,1,FRII,data_batch_1
train_0078.npy,train,1,FRII,data_batch_1
train_0079.npy,train,1,FRII,data_batch_1
train_0080.npy,train,1,FRII,data_batch_1
train_0081.npy,train,1,FRII,data_batch_1
train_0082.npy,train,1,FRII,data_batch_1
train_0083.npy,train,1,FRII,data_batch_1
train_0084.npy,train,1,FRII,data_batch_1
train_0085.npy,train,1,FRII,data_batch_1
train_0086.npy,train,1,FRII,data_batch_1
train_0087.npy,train,1,FRII,data_batch_1
train_0088.npy,train,0,FRI,data_batch_2
train_0089.npy,train,0,FRI,data_batch_2
train_0090.npy,train,0,FRI,data_batch_2
train_0091.npy,train,0,FRI,data_batch_2
train_0092.npy,train,0,FRI,data_batch_2
train_0093.npy,train,0,FRI,data_batch_2
train_0094.npy,train,0,FRI,data_batch_2
train_0095.npy,train,0,FRI,data_batch_2
train_0096.npy,train,0,FRI,data_batch_2
train_0097.npy,train,0,FRI,data_batch_2
train_0098.npy,train,0,FRI,data_batch_2
train_0099.npy,train,0,FRI,data_batch_2
train_0100.npy,train,0,FRI,data_batch_2
train_0101.npy,train,0,FRI,data_batch_2
train_0102.npy,train,0,FRI,data_batch_2
train_0103.npy,train,0,FRI,data_batch_2
train_0104.npy,train,0,FRI,data_batch_2
train_0105.npy,train,0,FRI,data_batch_2
train_0106.npy,train,0,FRI,data_batch_2
train_0107.npy,train,0,FRI,data_batch_2
train_0108.npy,train,0,FRI,data_batch_2
train_0109.npy,train,0,FRI,data_batch_2
train_0110.npy,train,0,FRI,data_batch_2
train_0111.npy,train,0,FRI,data_batch_2
train_0112.npy,train,0,FRI,data_batch_2
train_0113.npy,train,0,FRI,data_batch_2
train_0114.npy,train,0,FRI,data_batch_2
train_0115.npy,train,0,FRI,data_batch_2
train_0116.npy,train,0,FRI,data_batch_2
train_0117.npy,train,0,FRI,data_batch_2
train_0118.npy,train,0,FRI,data_batch_2
train_0119.npy,train,0,FRI,data_batch_2
train_0120.npy,train,0,FRI,data_batch_2
train_0121.npy,train,0,FRI,data_batch_2
train_0122.npy,train,0,FRI,data_batch_2
train_0123.npy,train,0,FRI,data_batch_2
train_0124.npy,train,0,FRI,data_batch_2
train_0125.npy,train,0,FRI,data_batch_2
train_0126.npy,train,0,FRI,data_batch_2
train_0127.npy,train,1,FRII,data_batch_2
train_0128.npy,train,1,FRII,data_batch_2
train_0129.npy,train,1,FRII,data_batch_2
train_0130.npy,train,1,FRII,data_batch_2
train_0131.npy,train,1,FRII,data_batch_2
train_0132.npy,train,1,FRII,data_batch_2
train_0133.npy,train,1,FRII,data_batch_2
train_0134.npy,train,1,FRII,data_batch_2
train_0135.npy,train,1,FRII,data_batch_2
train_0136.npy,train,1,FRII,data_batch_2
train_0137.npy,train,1,FRII,data_batch_2
train_0138.npy,train,1,FRII,data_batch_2
train_0139.npy,train,1,FRII,data_batch_2
train_0140.npy,train,1,FRII,data_batch_2
train_0141.npy,train,1,FRII,data_batch_2
train_0142.npy,train,1,FRII,data_batch_2
train_0143.npy,train,1,FRII,data_batch_2
train_0144.npy,train,1,FRII,data_batch_2
train_0145.npy,train,1,FRII,data_batch_2
train_0146.npy,train,1,FRII,data_batch_2
train_0147.npy,train,1,FRII,data_batch_2
train_0148.npy,train,1,FRII,data_batch_2
train_0149.npy,train,1,FRII,data_batch_2
train_0150.npy,train,1,FRII,data_batch_2
train_0151.npy,train,1,FRII,data_batch_2
train_0152.npy,train,1,FRII,data_batch_2
train_0153.npy,train,1,FRII,data_batch_2
train_0154.npy,train,1,FRII,data_batch_2
train_0155.npy,train,1,FRII,data_batch_2
train_0156.npy,train,1,FRII,data_batch_2
train_0157.npy,train,1,FRII,data_batch_2
train_0158.npy,train,1,FRII,data_batch_2
train_0159.npy,train,1,FRII,data_batch_2
train_0160.npy,train,1,FRII,data_batch_2
train_0161.npy,train,1,FRII,data_batch_2
train_0162.npy,train,1,FRII,data_batch_2
train_0163.npy,train,1,FRII,data_batch_2
train_0164.npy,train,1,FRII,data_batch_2
train_0165.npy,train,1,FRII,data_batch_2
train_0166.npy,train,1,FRII,data_batch_2
train_0167.npy,train,1,FRII,data_batch_2
train_0168.npy,train,1,FRII,data_batch_2
train_0169.npy,train,1,FRII,data_batch_2
train_0170.npy,train,1,FRII,data_batch_2
train_0171.npy,train,1,FRII,data_batch_2
train_0172.npy,train,1,FRII,data_batch_2
train_0173.npy,train,1,FRII,data_batch_2
train_0174.npy,train,1,FRII,data_batch_2
train_0175.npy,train,1,FRII,data_batch_2
train_0176.npy,train,0,FRI,data_batch_3
train_0177.npy,train,0,FRI,data_batch_3
train_0178.npy,train,0,FRI,data_batch_3
train_0179.npy,train,0,FRI,data_batch_3
train_0180.npy,train,0,FRI,data_batch_3
train_0181.npy,train,0,FRI,data_batch_3
train_0182.npy,train,0,FRI,data_batch_3
train_0183.npy,train,0,FRI,data_batch_3
train_0184.npy,train,0,FRI,data_batch_3
train_0185.npy,train,0,FRI,data_batch_3
train_0186.npy,train,0,FRI,data_batch_3
train_0187.npy,train,0,FRI,data_batch_3
train_0188.npy,train,0,FRI,data_batch_3
train_0189.npy,train,0,FRI,data_batch_3
train_0190.npy,train,0,FRI,data_batch_3
train_0191.npy,train,0,FRI,data_batch_3
train_0192.npy,train,0,FRI,data_batch_3
train_0193.npy,train,0,FRI,data_batch_3
train_0194.npy,train,0,FRI,data_batch_3
train_0195.npy,train,0,FRI,data_batch_3
train_0196.npy,train,0,FRI,data_batch_3
train_0197.npy,train,0,FRI,data_batch_3
train_0198.npy,train,0,FRI,data_batch_3
train_0199.npy,train,0,FRI,data_batch_3
train_0200.npy,train,0,FRI,data_batch_3
train_0201.npy,train,0,FRI,data_batch_3
train_0202.npy,train,0,FRI,data_batch_3
train_0203.npy,train,0,FRI,data_batch_3
train_0204.npy,train,0,FRI,data_batch_3
train_0205.npy,train,0,FRI,data_batch_3
train_0206.npy,train,0,FRI,data_batch_3
train_0207.npy,train,0,FRI,data_batch_3
train_0208.npy,train,0,FRI,data_batch_3
train_0209.npy,train,0,FRI,data_batch_3
train_0210.npy,train,0,FRI,data_batch_3
train_0211.npy,train,0,FRI,data_batch_3
train_0212.npy,train,0,FRI,data_batch_3
train_0213.npy,train,0,FRI,data_batch_3
train_0214.npy,train,0,FRI,data_batch_3
train_0215.npy,train,1,FRII,data_batch_3
train_0216.npy,train,1,FRII,data_batch_3
train_0217.npy,train,1,FRII,data_batch_3
train_0218.npy,train,1,FRII,data_batch_3
train_0219.npy,train,1,FRII,data_batch_3
train_0220.npy,train,1,FRII,data_batch_3
train_0221.npy,train,1,FRII,data_batch_3
train_0222.npy,train,1,FRII,data_batch_3
train_0223.npy,train,1,FRII,data_batch_3
train_0224.npy,train,1,FRII,data_batch_3
train_0225.npy,train,1,FRII,data_batch_3
train_0226.npy,train,1,FRII,data_batch_3
train_0227.npy,train,1,FRII,data_batch_3
train_0228.npy,train,1,FRII,data_batch_3
train_0229.npy,train,1,FRII,data_batch_3
train_0230.npy,train,1,FRII,data_batch_3
train_0231.npy,train,1,FRII,data_batch_3
train_0232.npy,train,1,FRII,data_batch_3
train_0233.npy,train,1,FRII,data_batch_3
train_0234.npy,train,1,FRII,data_batch_3
train_0235.npy,train,1,FRII,data_batch_3
train_0236.npy,train,1,FRII,data_batch_3
train_0237.npy,train,1,FRII,data_batch_3
train_0238.npy,train,1,FRII,data_batch_3
train_0239.npy,train,1,FRII,data_batch_3
train_0240.npy,train,1,FRII,data_batch_3
train_0241.npy,train,1,FRII,data_batch_3
train_0242.npy,train,1,FRII,data_batch_3
train_0243.npy,train,1,FRII,data_batch_3
train_0244.npy,train,1,FRII,data_batch_3
train_0245.npy,train,1,FRII,data_batch_3
train_0246.npy,train,1,FRII,data_batch_3
train_0247.npy,train,1,FRII,data_batch_3
train_0248.npy,train,1,FRII,data_batch_3
train_0249.npy,train,1,FRII,data_batch_3
train_0250.npy,train,1,FRII,data_batch_3
train_0251.npy,train,1,FRII,data_batch_3
train_0252.npy,train,1,FRII,data_batch_3
train_0253.npy,train,1,FRII,data_batch_3
train_0254.npy,train,1,FRII,data_batch_3
train_0255.npy,train,1,FRII,data_batch_3
train_0256.npy,train,1,FRII,data_batch_3
train_0257.npy,train,1,FRII,data_batch_3
train_0258.npy,train,1,FRII,data_batch_3
train_0259.npy,train,1,FRII,data_batch_3
train_0260.npy,train,1,FRII,data_batch_3
train_0261.npy,train,1,FRII,data_batch_3
train_0262.npy,train,1,FRII,data_batch_3
train_0263.npy,train,1,FRII,data_batch_3
train_0264.npy,train,0,FRI,data_batch_4
train_0265.npy,train,0,FRI,data_batch_4
train_0266.npy,train,0,FRI,data_batch_4
train_0267.npy,train,0,FRI,data_batch_4
train_0268.npy,train,0,FRI,data_batch_4
train_0269.npy,train,0,FRI,data_batch_4
train_0270.npy,train,0,FRI,data_batch_4
train_0271.npy,train,0,FRI,data_batch_4
train_0272.npy,train,0,FRI,data_batch_4
train_0273.npy,train,0,FRI,data_batch_4
train_0274.npy,train,0,FRI,data_batch_4
train_0275.npy,train,0,FRI,data_batch_4
train_0276.npy,train,0,FRI,data_batch_4
train_0277.npy,train,0,FRI,data_batch_4
train_0278.npy,train,0,FRI,data_batch_4
train_0279.npy,train,0,FRI,data_batch_4
train_0280.npy,train,0,FRI,data_batch_4
train_0281.npy,train,0,FRI,data_batch_4
train_0282.npy,train,0,FRI,data_batch_4
train_0283.npy,train,0,FRI,data_batch_4
train_0284.npy,train,0,FRI,data_batch_4
train_0285.npy,train,0,FRI,data_batch_4
train_0286.npy,train,0,FRI,data_batch_4
train_0287.npy,train,0,FRI,data_batch_4
train_0288.npy,train,0,FRI,data_batch_4
train_0289.npy,train,0,FRI,data_batch_4
train_0290.npy,train,0,FRI,data_batch_4
train_0291.npy,train,0,FRI,data_batch_4
train_0292.npy,train,0,FRI,data_batch_4
train_0293.npy,train,0,FRI,data_batch_4
train_0294.npy,train,0,FRI,data_batch_4
train_0295.npy,train,0,FRI,data_batch_4
train_0296.npy,train,0,FRI,data_batch_4
train_0297.npy,train,0,FRI,data_batch_4
train_0298.npy,train,0,FRI,data_batch_4
train_0299.npy,train,0,FRI,data_batch_4
train_0300.npy,train,0,FRI,data_batch_4
train_0301.npy,train,0,FRI,data_batch_4
train_0302.npy,train,0,FRI,data_batch_4
train_0303.npy,train,1,FRII,data_batch_4
train_0304.npy,train,1,FRII,data_batch_4
train_0305.npy,train,1,FRII,data_batch_4
train_0306.npy,train,1,FRII,data_batch_4
train_0307.npy,train,1,FRII,data_batch_4
train_0308.npy,train,1,FRII,data_batch_4
train_0309.npy,train,1,FRII,data_batch_4
train_0310.npy,train,1,FRII,data_batch_4
train_0311.npy,train,1,FRII,data_batch_4
train_0312.npy,train,1,FRII,data_batch_4
train_0313.npy,train,1,FRII,data_batch_4
train_0314.npy,train,1,FRII,data_batch_4
train_0315.npy,train,1,FRII,data_batch_4
train_0316.npy,train,1,FRII,data_batch_4
train_0317.npy,train,1,FRII,data_batch_4
train_0318.npy,train,1,FRII,data_batch_4
train_0319.npy,train,1,FRII,data_batch_4
train_0320.npy,train,1,FRII,data_batch_4
train_0321.npy,train,1,FRII,data_batch_4
train_0322.npy,train,1,FRII,data_batch_4
train_0323.npy,train,1,FRII,data_batch_4
train_0324.npy,train,1,FRII,data_batch_4
train_0325.npy,train,1,FRII,data_batch_4
train_0326.npy,train,1,FRII,data_batch_4
train_0327.npy,train,1,FRII,data_batch_4
train_0328.npy,train,1,FRII,data_batch_4
train_0329.npy,train,1,FRII,data_batch_4
train_0330.npy,train,1,FRII,data_batch_4
train_0331.npy,train,1,FRII,data_batch_4
train_0332.npy,train,1,FRII,data_batch_4
train_0333.npy,train,1,FRII,data_batch_4
train_0334.npy,train,1,FRII,data_batch_4
train_0335.npy,train,1,FRII,data_batch_4
train_0336.npy,train,1,FRII,data_batch_4
train_0337.npy,train,1,FRII,data_batch_4
train_0338.npy,train,1,FRII,data_batch_4
train_0339.npy,train,1,FRII,data_batch_4
train_0340.npy,train,1,FRII,data_batch_4
train_0341.npy,train,1,FRII,data_batch_4
train_0342.npy,train,1,FRII,data_batch_4
train_0343.npy,train,1,FRII,data_batch_4
train_0344.npy,train,1,FRII,data_batch_4
train_0345.npy,train,1,FRII,data_batch_4
train_0346.npy,train,1,FRII,data_batch_4
train_0347.npy,train,1,FRII,data_batch_4
train_0348.npy,train,1,FRII,data_batch_4
train_0349.npy,train,1,FRII,data_batch_4
train_0350.npy,train,1,FRII,data_batch_4
train_0351.npy,train,1,FRII,data_batch_4
train_0352.npy,train,0,FRI,data_batch_5
train_0353.npy,train,0,FRI,data_batch_5
train_0354.npy,train,0,FRI,data_batch_5
train_0355.npy,train,0,FRI,data_batch_5
train_0356.npy,train,0,FRI,data_batch_5
train_0357.npy,train,0,FRI,data_batch_5
train_0358.npy,train,0,FRI,data_batch_5
train_0359.npy,train,0,FRI,data_batch_5
train_0360.npy,train,0,FRI,data_batch_5
train_0361.npy,train,0,FRI,data_batch_5
train_0362.npy,train,0,FRI,data_batch_5
train_0363.npy,train,0,FRI,data_batch_5
train_0364.npy,train,0,FRI,data_batch_5
train_0365.npy,train,0,FRI,data_batch_5
train_0366.npy,train,0,FRI,data_batch_5
train_0367.npy,train,0,FRI,data_batch_5
train_0368.npy,train,0,FRI,data_batch_5
train_0369.npy,train,0,FRI,data_batch_5
train_0370.npy,train,0,FRI,data_batch_5
train_0371.npy,train,0,FRI,data_batch_5
train_0372.npy,train,0,FRI,data_batch_5
train_0373.npy,train,0,FRI,data_batch_5
train_0374.npy,train,0,FRI,data_batch_5
train_0375.npy,train,0,FRI,data_batch_5
train_0376.npy,train,0,FRI,data_batch_5
train_0377.npy,train,0,FRI,data_batch_5
train_0378.npy,train,0,FRI,data_batch_5
train_0379.npy,train,0,FRI,data_batch_5
train_0380.npy,train,0,FRI,data_batch_5
train_0381.npy,train,0,FRI,data_batch_5
train_0382.npy,train,0,FRI,data_batch_5
train_0383.npy,train,0,FRI,data_batch_5
train_0384.npy,train,0,FRI,data_batch_5
train_0385.npy,train,0,FRI,data_batch_5
train_0386.npy,train,0,FRI,data_batch_5
train_0387.npy,train,0,FRI,data_batch_5
train_0388.npy,train,0,FRI,data_batch_5
train_0389.npy,train,0,FRI,data_batch_5
train_0390.npy,train,0,FRI,data_batch_5
train_0391.npy,train,1,FRII,data_batch_5
train_0392.npy,train,1,FRII,data_batch_5
train_0393.npy,train,1,FRII,data_batch_5
train_0394.npy,train,1,FRII,data_batch_5
train_0395.npy,train,1,FRII,data_batch_5
train_0396.npy,train,1,FRII,data_batch_5
train_0397.npy,train,1,FRII,data_batch_5
train_0398.npy,train,1,FRII,data_batch_5
train_0399.npy,train,1,FRII,data_batch_5
train_0400.npy,train,1,FRII,data_batch_5
train_0401.npy,train,1,FRII,data_batch_5
train_0402.npy,train,1,FRII,data_batch_5
train_0403.npy,train,1,FRII,data_batch_5
train_0404.npy,train,1,FRII,data_batch_5
train_0405.npy,train,1,FRII,data_batch_5
train_0406.npy,train,1,FRII,data_batch_5
train_0407.npy,train,1,FRII,data_batch_5
train_0408.npy,train,1,FRII,data_batch_5
train_0409.npy,train,1,FRII,data_batch_5
train_0410.npy,train,1,FRII,data_batch_5
train_0411.npy,train,1,FRII,data_batch_5
train_0412.npy,train,1,FRII,data_batch_5
train_0413.npy,train,1,FRII,data_batch_5
train_0414.npy,train,1,FRII,data_batch_5
train_0415.npy,train,1,FRII,data_batch_5
train_0416.npy,train,1,FRII,data_batch_5
train_0417.npy,train,1,FRII,data_batch_5
train_0418.npy,train,1,FRII,data_batch_5
train_0419.npy,train,1,FRII,data_batch_5
train_0420.npy,train,1,FRII,data_batch_5
train_0421.npy,train,1,FRII,data_batch_5
train_0422.npy,train,1,FRII,data_batch_5
train_0423.npy,train,1,FRII,data_batch_5
train_0424.npy,train,1,FRII,data_batch_5
train_0425.npy,train,1,FRII,data_batch_5
train_0426.npy,train,1,FRII,data_batch_5
train_0427.npy,train,1,FRII,data_batch_5
train_0428.npy,train,1,FRII,data_batch_5
train_0429.npy,train,1,FRII,data_batch_5
train_0430.npy,train,1,FRII,data_batch_5
train_0431.npy,train,1,FRII,data_batch_5
train_0432.npy,train,1,FRII,data_batch_5
train_0433.npy,train,1,FRII,data_batch_5
train_0434.npy,train,1,FRII,data_batch_5
train_0435.npy,train,1,FRII,data_batch_5
train_0436.npy,train,1,FRII,data_batch_5
train_0437.npy,train,1,FRII,data_batch_5
train_0438.npy,train,1,FRII,data_batch_5
train_0439.npy,train,1,FRII,data_batch_5
train_0440.npy,train,0,FRI,data_batch_6
train_0441.npy,train,0,FRI,data_batch_6
train_0442.npy,train,0,FRI,data_batch_6
train_0443.npy,train,0,FRI,data_batch_6
train_0444.npy,train,0,FRI,data_batch_6
train_0445.npy,train,0,FRI,data_batch_6
train_0446.npy,train,0,FRI,data_batch_6
train_0447.npy,train,0,FRI,data_batch_6
train_0448.npy,train,0,FRI,data_batch_6
train_0449.npy,train,0,FRI,data_batch_6
train_0450.npy,train,0,FRI,data_batch_6
train_0451.npy,train,0,FRI,data_batch_6
train_0452.npy,train,0,FRI,data_batch_6
train_0453.npy,train,0,FRI,data_batch_6
train_0454.npy,train,0,FRI,data_batch_6
train_0455.npy,train,0,FRI,data_batch_6
train_0456.npy,train,0,FRI,data_batch_6
train_0457.npy,train,0,FRI,data_batch_6
train_0458.npy,train,0,FRI,data_batch_6
train_0459.npy,train,0,FRI,data_batch_6
train_0460.npy,train,0,FRI,data_batch_6
train_0461.npy,train,0,FRI,data_batch_6
train_0462.npy,train,0,FRI,data_batch_6
train_0463.npy,train,0,FRI,data_batch_6
train_0464.npy,train,0,FRI,data_batch_6
train_0465.npy,train,0,FRI,data_batch_6
train_0466.npy,train,0,FRI,data_batch_6
train_0467.npy,train,0,FRI,data_batch_6
train_0468.npy,train,0,FRI,data_batch_6
train_0469.npy,train,0,FRI,data_batch_6
train_0470.npy,train,0,FRI,data_batch_6
train_0471.npy,train,0,FRI,data_batch_6
train_0472.npy,train,0,FRI,data_batch_6
train_0473.npy,train,0,FRI,data_batch_6
train_0474.npy,train,0,FRI,data_batch_6
train_0475.npy,train,0,FRI,data_batch_6
train_0476.npy,train,0,FRI,data_batch_6
train_0477.npy,train,0,FRI,data_batch_6
train_0478.npy,train,0,FRI,data_batch_6
train_0479.npy,train,1,FRII,data_batch_6
train_0480.npy,train,1,FRII,data_batch_6
train_0481.npy,train,1,FRII,data_batch_6
train_0482.npy,train,1,FRII,data_batch_6
train_0483.npy,train,1,FRII,data_batch_6
train_0484.npy,train,1,FRII,data_batch_6
train_0485.npy,train,1,FRII,data_batch_6
train_0486.npy,train,1,FRII,data_batch_6
train_0487.npy,train,1,FRII,data_batch_6
train_0488.npy,train,1,FRII,data_batch_6
train_0489.npy,train,1,FRII,data_batch_6
train_0490.npy,train,1,FRII,data_batch_6
train_0491.npy,train,1,FRII,data_batch_6
train_0492.npy,train,1,FRII,data_batch_6
train_0493.npy,train,1,FRII,data_batch_6
train_0494.npy,train,1,FRII,data_batch_6
train_0495.npy,train,1,FRII,data_batch_6
train_0496.npy,train,1,FRII,data_batch_6
train_0497.npy,train,1,FRII,data_batch_6
train_0498.npy,train,1,FRII,data_batch_6
train_0499.npy,train,1,FRII,data_batch_6
train_0500.npy,train,1,FRII,data_batch_6
train_0501.npy,train,1,FRII,data_batch_6
train_0502.npy,train,1,FRII,data_batch_6
train_0503.npy,train,1,FRII,data_batch_6
train_0504.npy,train,1,FRII,data_batch_6
train_0505.npy,train,1,FRII,data_batch_6
train_0506.npy,train,1,FRII,data_batch_6
train_0507.npy,train,1,FRII,data_batch_6
train_0508.npy,train,1,FRII,data_batch_6
train_0509.npy,train,1,FRII,data_batch_6
train_0510.npy,train,1,FRII,data_batch_6
train_0511.npy,train,1,FRII,data_batch_6
train_0512.npy,train,1,FRII,data_batch_6
train_0513.npy,train,1,FRII,data_batch_6
train_0514.npy,train,1,FRII,data_batch_6
train_0515.npy,train,1,FRII,data_batch_6
train_0516.npy,train,1,FRII,data_batch_6
train_0517.npy,train,1,FRII,data_batch_6
train_0518.npy,train,1,FRII,data_batch_6
train_0519.npy,train,1,FRII,data_batch_6
train_0520.npy,train,1,FRII,data_batch_6
train_0521.npy,train,1,FRII,data_batch_6
train_0522.npy,train,1,FRII,data_batch_6
train_0523.npy,train,1,FRII,data_batch_6
train_0524.npy,train,1,FRII,data_batch_6
train_0525.npy,train,1,FRII,data_batch_6
train_0526.npy,train,1,FRII,data_batch_6
train_0527.npy,train,1,FRII,data_batch_6
train_0528.npy,train,0,FRI,data_batch_7
train_0529.npy,train,0,FRI,data_batch_7
train_0530.npy,train,0,FRI,data_batch_7
train_0531.npy,train,0,FRI,data_batch_7
train_0532.npy,train,0,FRI,data_batch_7
train_0533.npy,train,0,FRI,data_batch_7
train_0534.npy,train,0,FRI,data_batch_7
train_0535.npy,train,0,FRI,data_batch_7
train_0536.npy,train,0,FRI,data_batch_7
train_0537.npy,train,0,FRI,data_batch_7
train_0538.npy,train,0,FRI,data_batch_7
train_0539.npy,train,0,FRI,data_batch_7
train_0540.npy,train,0,FRI,data_batch_7
train_0541.npy,train,0,FRI,data_batch_7
train_0542.npy,train,0,FRI,data_batch_7
train_0543.npy,train,0,FRI,data_batch_7
train_0544.npy,train,0,FRI,data_batch_7
train_0545.npy,train,0,FRI,data_batch_7
train_0546.npy,train,0,FRI,data_batch_7
train_0547.npy,train,0,FRI,data_batch_7
train_0548.npy,train,0,FRI,data_batch_7
train_0549.npy,train,0,FRI,data_batch_7
train_0550.npy,train,0,FRI,data_batch_7
train_0551.npy,train,0,FRI,data_batch_7
train_0552.npy,train,0,FRI,data_batch_7
train_0553.npy,train,0,FRI,data_batch_7
train_0554.npy,train,0,FRI,data_batch_7
train_0555.npy,train,0,FRI,data_batch_7
train_0556.npy,train,0,FRI,data_batch_7
train_0557.npy,train,0,FRI,data_batch_7
train_0558.npy,train,0,FRI,data_batch_7
train_0559.npy,train,0,FRI,data_batch_7
train_0560.npy,train,0,FRI,data_batch_7
train_0561.npy,train,0,FRI,data_batch_7
train_0562.npy,train,0,FRI,data_batch_7
train_0563.npy,train,0,FRI,data_batch_7
train_0564.npy,train,0,FRI,data_batch_7
train_0565.npy,train,0,FRI,data_batch_7
train_0566.npy,train,0,FRI,data_batch_7
train_0567.npy,train,1,FRII,data_batch_7
train_0568.npy,train,1,FRII,data_batch_7
train_0569.npy,train,1,FRII,data_batch_7
train_0570.npy,train,1,FRII,data_batch_7
train_0571.npy,train,1,FRII,data_batch_7
train_0572.npy,train,1,FRII,data_batch_7
train_0573.npy,train,1,FRII,data_batch_7
train_0574.npy,train,1,FRII,data_batch_7
train_0575.npy,train,1,FRII,data_batch_7
train_0576.npy,train,1,FRII,data_batch_7
train_0577.npy,train,1,FRII,data_batch_7
train_0578.npy,train,1,FRII,data_batch_7
train_0579.npy,train,1,FRII,data_batch_7
train_0580.npy,train,1,FRII,data_batch_7
train_0581.npy,train,1,FRII,data_batch_7
train_0582.npy,train,1,FRII,data_batch_7
train_0583.npy,train,1,FRII,data_batch_7
train_0584.npy,train,1,FRII,data_batch_7
train_0585.npy,train,1,FRII,data_batch_7
train_0586.npy,train,1,FRII,data_batch_7
train_0587.npy,train,1,FRII,data_batch_7
train_0588.npy,train,1,FRII,data_batch_7
train_0589.npy,train,1,FRII,data_batch_7
train_0590.npy,train,1,FRII,data_batch_7
train_0591.npy,train,1,FRII,data_batch_7
train_0592.npy,train,1,FRII,data_batch_7
train_0593.npy,train,1,FRII,data_batch_7
train_0594.npy,train,1,FRII,data_batch_7
train_0595.npy,train,1,FRII,data_batch_7
train_0596.npy,train,1,FRII,data_batch_7
train_0597.npy,train,1,FRII,data_batch_7
train_0598.npy,train,1,FRII,data_batch_7
train_0599.npy,train,1,FRII,data_batch_7
train_0600.npy,train,1,FRII,data_batch_7
train_0601.npy,train,1,FRII,data_batch_7
train_0602.npy,train,1,FRII,data_batch_7
train_0603.npy,train,1,FRII,data_batch_7
train_0604.npy,train,1,FRII,data_batch_7
train_0605.npy,train,1,FRII,data_batch_7
train_0606.npy,train,1,FRII,data_batch_7
